,0
CO[C@H](C=O)CC(C)C,11
CCCC1=CC=CC1=O,11
CCOC1CCCCC1,11
CC(C)c1cccc(N)c1,11
Cc1ccc(O)c(O)c1,11
CC(C)NC[C@H](N)C(=O)O,11
C#C[C@@H]1C[C@@H]1C(=O)OCC,11
C=C1CC[C@H](C)C1,11
COC(=O)CCC(N)=O,11
C=CC(=O)[C@H](O)CC,11
CCOC(=O)/C(C)=C/C#N,11
N/C(N=O)=C(/N)NO,11
COc1n[nH]c(=O)cc1C,11
CC1CCC(C)(O)CC1,11
CO[C@H](CO)C(C)C,11
CC[C@@H]1OC(C)(C)O[C@@H]1C,11
C=CC(C)(C)CO,11
CC[C@]1(C)OCC[C@@H]1C=O,11
CN(C)c1cn[nH]c(=O)n1,11
C=C1CC[C@@H]1C(=O)OC,11
NCC[C@H](N)C(=O)O,11
CC[C@@H]1COCN1,11
CC(C)CC(=O)CCC#N,11
C=C(C)c1ncc(C)o1,11
CCC[C@H](O)OO,11
CCO/C=C(\C)C(C)=O,11
COc1cnn(C(C)C)c1,11
COC12CCC(CC1)CC2,11
CCC(CC)CCC=O,11
CC(C)CO[C@H](C)C(=O)O,11
CC1(C)C=CC(O)C=C1,11
C=CC(=O)NCOC(C)C,11
CCO[C@H](C)C(=O)O,11
CNNC,11
C=CC(C)(C)CC=O,11
COC(=O)CC1=CCC1,11
NC1=NC[C@H](CC(=O)O)N1,11
CCC(=O)c1ccncc1,11
COCN1NC1(C)C,11
CN(C)C(=O)c1ccn[nH]1,11
C#CCC(C)(CO)CO,11
CC(C)N(N)C(C)C,11
CC(=O)CC(=O)/C=N/O,11
CC(C)C[C@@H]1CCNC1=O,11
CCn1ccn(C)c1=N,11
CN1C[C@H](CO)NC1=O,11
NC(=O)[C@H](O)CCO,11
C[C@@H]1CC[C@H](O)[C@H](N)C1,11
O=NC1=C(NO)CCC1,11
CC(C)C[C@@H]1CNC(=O)C1,11
CCc1cc(C=O)oc1C,11
CC1=C(C)[C@H](O)CC1=O,11
CN(C)C(=O)CC(C)(C)N,11
C/C=C1\CCC(C)(C)C1,11
C[C@@H]1NCCO[C@@H]1C,11
CCn1cc(O)cn1,11
CC(C)=C(C)C=O,11
COC[C@H](C)C=O,11
CCOC(=O)C#CC1CC1,11
C#CCCC=C,11
CN(C)C1CNC1,11
C[C@H](C=O)CCO,11
O=CNCCC(=O)O,11
CCn1ccc(N=C=O)c1,11
C=C[C@H](CO)C(=O)OC,11
C1=C[C@@H]2CNC[C@@H]2CC1,11
N[C@@H]1CCCC[C@@H]1O,11
CC(C)C[C@@H]1CCCN1,11
C#CC1=CCCCC1,11
C=CCC(=C)C1CC1,11
C[C@H]1COC[C@@H](C)N1,11
NC(=O)COCC(=O)O,11
Cc1cnc(C)c(N)n1,11
C1=CCC(C2=CC=CC2)=C1,11
COC[C@H](C)CO,11
C=C(CC(N)=O)C(N)=O,11
C#CC#C/C=C/CC,11
CC(=O)c1ccc(N)cc1,11
C=CC[C@H](C(N)=O)C(C)C,11
CCOC(OC)OC,11
CC=C1OCCCO1,11
C=COC[C@@H]1O[C@@H]1CO,11
C[C@]12CCCC[C@@H]1OO2,11
CCCC=O,11
CN(C)C(=O)c1ccco1,11
CC(=O)/C=C/C1(C)CC1,11
CO/C(C)=C/C(C)C,11
CONOC,11
C=CC[C@H](C)OC=O,11
CC1(C)CCCC[C@@H]1C=O,11
CO[C@@H]1C[C@H](C)[C@H](C)O1,11
CC1(C)CCCCNC1=O,11
CC(=O)C[C@@H]1C=CCO1,11
C=C[C@H](O)[C@H](O)/C=C/C,11
C=C(C(C)=O)[C@H](C)C=O,11
CCOC(=O)[C@H](C)C(=O)O,11
CC(=O)[C@](C)(O)NO,11
C[C@]1(C=O)CC=CCC1,11
CC1=CC=CC=CC=C1,11
CC(C)(N)C(C)(C)C(=O)O,11
NC[C@@H]1CC[C@H](O)C1,11
C1=NN2CCCC[C@@H]2C1,11
C#CC(C)(C)CC,11
NC[C@H](N)CO,11
C=C(CO)C(C)C,11
CCc1nc(C(=O)O)co1,11
C[C@@H]1CCC(=O)N1C,11
Nc1ccc(CO)cn1,11
CCc1nnc(NN)n1N,11
CC(=O)OC/C=N/O,11
CC(=O)CCn1ccnc1,11
CC1CC(CO)C1,11
C[C@@H]1CCNC[C@@]1(C)O,11
CCC(CC)CCO,11
C[C@@H]1CC[C@H](C(=O)O)C1,11
CC(=O)[C@@H]1CC[C@H]1C(N)=O,11
CC(C)N(NC=O)C(C)C,11
COC(=O)c1ncnn1C,11
O=C/C=C/CCO,11
C[C@H](NN)c1ccncc1,11
C[C@@H]1CC(C)(C)NCN1,11
CCONOCC,11
C=CC/C=C/C=O,11
C/C(=C/CC(=O)O)C(=O)O,11
CNC1CC2(CC2)C1,11
C=C(C)[C@](C)(O)C=O,11
CCn1ccc(C=O)n1,11
C=C[C@](C)(O)CO,11
CC(C)C(=O)NCC(=O)O,11
C[C@@H]1O[C@H](C)[C@H](N)[C@@H]1C,11
C[C@]1(OO)CCCC(=O)N1,11
Cc1cc(C)n(N)c1,11
CN1CCNC1,11
CCC(CC)CNN,11
CCOc1nc(C)co1,11
C=CCN1C[C@@H]2C=C[C@@H]21,11
CN(C)C(=O)C1CC(=O)C1,11
C[C@H](O)Cc1ccc[nH]1,11
C[C@H]1C[C@H]2CC[C@H](N)[C@@H]12,11
C[C@@H]1C[C@H](CO)CN1,11
C=C1C[C@]1(C)C(C)=O,11
CN1C=CC(C)(C)C=C1,11
CCC1OCC(O)CO1,11
CC1=COCCC1,11
CCC[C@H](C)C1CCCC1,11
C=C=C(C)C[C@H](C)O,11
CC(=O)OCN(C)N=O,11
CC1(CCN)COC1,11
COC[C@@H]1C[C@H](O)CN1,11
C[C@H](CN)c1cnc[nH]1,11
NCc1cc(O)ccc1O,11
CC(C)=Nn1cccc1,11
O=C1CC/C=C\CC[C@@H]1O,11
CC(=O)N(C)C1CNC1,11
O=CCC[C@@H]1CCO1,11
CN1CC[C@@H]2NC[C@@H]2C1,11
Cc1cn(C)c(=O)n1C,11
C=C(C)[C@H](OC)OO,11
CC(=O)c1cc(C)ccn1,11
O=C1CC[C@@H]2CC[C@H](C2)N1,11
C1=C[C@@H]2CCC[C@H](C1)N2,11
CCC1=NCCO1,11
C[C@@H]1OC(=O)C=C1N(C)N,11
CC1(CCC=O)OCCO1,11
C1=C(c2ccccc2)CC1,11
CCC(=O)/C=C/C(=O)OC,11
N[C@H](CC(=O)CO)C(=O)O,11
CCC[C@@H]1COC1=O,11
CC(=O)[C@H](C)n1cccc1,11
C=C=C(C)CO,11
C[C@]1(CO)CCC(=O)O1,11
Cc1ccc(C=O)n1C,11
Cc1ncc(N)cc1O,11
CNCc1cnc[nH]1,11
COc1nc(=O)ccn1C,11
C[C@@H]1CCC(N)=NC1=N,11
C=CC(=O)O[C@H](C)CO,11
C=C(CC)[C@H](N)C(=O)O,11
CC(=O)OC/C=C/C#N,11
CC1=CC(=O)CCC1,11
CO[C@H]1OCCO[C@H]1OC,11
CCOC(=O)[C@H](N)C(C)C,11
C=CC[C@H](N)C(C)C,11
Cc1cc(C(=O)O)c(C)[nH]1,11
CCOc1ccnnc1,11
Cc1cc(=O)c(O)cn1N,11
CCC[C@H](C#N)C(C)C,11
CC(=O)/C(C)=C(/C)O,11
CCCC#CC[C@H](C)O,11
CO/C(N)=N\C(C)=O,11
CC(C)c1coc(CO)c1,11
CNC(=O)Cc1cnc[nH]1,11
COC[C@](C)(O)C#N,11
C[C@H](C#N)CCC(=O)O,11
CN(C)N,11
CC(=O)c1ccc(C)o1,11
CCC(C)N,11
C#Cc1cccc(CO)c1,11
Cc1ccccc1N,11
O=C1CC[C@@H]2NCCCN12,11
CNC(=O)N=C(N)N,11
C[C@@H]1CC[C@H](O)[C@H](O)C1,11
Cc1cc(C=O)ccc1O,11
C=Cc1ccc(N)cc1,11
CCC(=O)[C@@H]1CCOC1=O,11
CC(C)CC(=N)N,11
Cc1ccc(C=O)cc1O,11
CCCOC=C(C#N)C#N,11
OC[C@]1(O)CCCCO1,11
CC(=O)/C=C/[C@H](C)O,11
CC1(C)CCCC[C@@H]1O,11
CNCc1ncco1,11
OC/C=C/C(O)O,11
C=CC(C=C)C(=C)CO,11
CN[C@H](C)C1CCCCC1,11
CCOCC1CC1,11
C=CC#CCCCCC,11
CCOC1CCC1,11
CNCc1nccc(C)n1,11
C[C@@H]1CN2CCN1CC2,11
Cc1nccn1CCC#N,11
CN[C@H](C(N)=O)C(C)C,11
Cc1ccc(O)cc1C=O,11
COCc1cccc(O)c1,11
C=CC1(O)CCC(C)CC1,11
C[C@@H]1CNC[C@@H]1CO,11
CCc1nnnn1C,11
CCCC1CC=CC1,11
CC1=CC[C@H](N=C=O)CC1,11
COc1cc(O)ccc1N,11
CCOC(=O)OCC#N,11
CNCc1ncccn1,11
CCc1cc(=O)cc(C)o1,11
CC[C@](C)(C#N)C(=O)O,11
CC=C1CCC1,11
C=CNC(=O)OC(C)C,11
CC(=O)Cc1ncc[nH]1,11
CC1(C)CCNCCO1,11
Cc1ncnc(N)c1N,11
Cc1cn(N)nc1C,11
C[C@H]1CC[C@@H](C)N1,11
C=CCC[C@@H]1CO1,11
CN1CN=C(N)N(C#N)C1,11
C[C@H](O)c1cccn1C,11
COC1=C(O)C(=O)CC1,11
C1=CC2=CCCC[C@@H]2C1,11
NCCc1nc(N)n[nH]1,11
CNC1(CO)CC1,11
C=C(C)[C@H](OO)[C@H](C)O,11
C=CCOC(=O)CN,11
CCC=C(O)O,11
C/C(=N/N)c1ccccn1,11
C[C@H](CO)NN,11
CC(=O)C1=CCCC1,11
C/C=C/OC(OC)OC,11
C=CC[C@H](C)C(C)C,11
C[C@H](N)c1nccn1C,11
Nc1ccnc(CO)c1,11
CCOC1=CC=CC=CC1,11
COc1cc[nH]c1C(=O)O,11
C=C[C@H](CC(C)C)C(=O)O,11
O=C1CCC=C2CCCN12,11
C/C(N)=N/c1ccccn1,11
CN1CCC(CON)CC1,11
CC(C)N1CCNCC1=O,11
CCOC1=NNC(=O)C1,11
O=C1CCCC2=CCCN12,11
CN1CCNCC1=O,11
CCOc1ncc[nH]c1=O,11
CC[C@H](O)[C@H](C)C=O,11
C[C@@H]1NCCC[C@@H]1O,11
COCc1cc(OC)no1,11
C=C[C@H](C)[C@H](C)C(=O)O,11
NC(=O)C[C@H](N)C(N)=O,11
CCC(=O)C1CCCCC1,11
C1C[C@@H]2CC[C@H](CN1)O2,11
CC(C)(C#N)CCCC#N,11
CCc1ccc(C(=O)O)o1,11
NCC#CC[C@H](N)C(=O)O,11
CNn1ccc(O)c1,11
CN[C@@H]1CCC=CO1,11
C=C[C@H](O)[C@H](O)CC,11
CC(=O)c1ccn(CO)c1,11
CN[C@@H]1CCC[C@@H]1O,11
C/C(NO)=C(/N=O)C(C)C,11
O=C(CCO)c1cc[nH]c1,11
C=CCC1(O)CCCCC1,11
CCNCC#N,11
Cc1ccccc1NCO,11
CNc1cc(O)cn1O,11
COn1ccc(N)c1,11
CO[C@@H]1OCC[C@@H]1CO,11
Cc1cccnc1/N=C/N,11
CNc1nccnc1C,11
CC(C)Nn1ccc(N)c1,11
C[C@H](CO)c1ccccc1,11
CNC1(CO)CCOCC1,11
C=C(C(=C)C(C)C)C(C)C,11
CC(=O)NC[C@H](C)C=O,11
NC(=O)[C@@H]1CC=CCC1,11
CNC1(CO)CCCC1,11
CC1=CC(C)(C)N=C1C,11
C/C(=N\CCC#N)NC#N,11
C[C@H](CO)CC=O,11
CN(C)C1=NC(=O)NOC1,11
CCC(=O)/C=C/C=O,11
COC(CCC=O)OC,11
C#Cc1ccc(C)cc1C,11
CC1=CC(=O)CN(C)C1,11
CCc1cc[nH]c1,11
CC(=O)N1NC(=O)C[C@@H]1C,11
C=C(COO)C(=O)OC,11
NC(=O)CCNC=O,11
CN(C)NC=O,11
CC1=CCCCO1,11
CC(C)[C@@H]1CO[C@H](CO)C1,11
C=CO/C=C/C,11
CC(C)[C@@H]1CCC[C@@H]1N,11
C=C[C@@H]1OCC[C@H]1CN,11
N#CCCCN,11
CC(=O)/C(O)=C(/C)O,11
COc1ccc(NN)nn1,11
C/C=C/c1cc(C)co1,11
CNCC(C)(C)C#N,11
CC(C)=CC(C)(C)O,11
NC1=NCCCC1,11
CN1C[C@H](CN)CC1=O,11
NNc1ccccc1N,11
NCCc1cnoc1,11
N#Cc1ncc(CCN)[nH]1,11
CC[C@H](O)c1cc[nH]c1,11
C=C(C)C(=O)c1ccco1,11
C#C[C@H](C)OCC,11
C=COC[C@@H]1CCCO1,11
O=C1CCCCC[C@@H]1O,11
CC[C@H](C)[C@H](C=O)OC,11
COC(C)(CO)OC,11
Cc1ncncc1CN,11
CNc1ncccc1O,11
C=COC[C@@H]1COCO1,11
C=C(CO)[C@H](C)O,11
CN1Cc2cccnc2C1,11
COCC(OC)OC,11
C=CC(C)(C)/C=C/C=O,11
Cc1cnc(CN)nc1,11
CC(C)NCC1CCC1,11
N[C@H](CC#CCO)C(=O)O,11
CCNc1cc(C)ccn1,11
Cc1nc(CC(C)C)no1,11
CNCc1nc(C)no1,11
C#C[C@]12CC=C[C@H]1CCC2,11
NCc1ncc(N)cn1,11
C=C(CN)c1ccoc1,11
NCc1nccc(N)n1,11
NCCON,11
C=C(O)[C@H](NC=O)C(C)=O,11
C=C(/C=N\O)CC,11
CC1(C)CNCCCO1,11
Cc1cnc(C(C)(C)N)[nH]1,11
COC(=O)Cc1cn[nH]n1,11
Cc1cccc(N)c1C=O,11
C=CO[C@H](C)C(C)=O,11
CCO/C(C)=N/C#N,11
CN1CO[C@H](O)C(C)(C)C1,11
CC(C)C[C@](C)(O)OO,11
C=C(CN)c1ccco1,11
CCc1ccoc1C,11
C=C1CO[C@H](OCC)O1,11
O=C(O)CC1(CO)CC1,11
OCOCc1ccco1,11
CCC[C@@H]1OC(=O)CC1=O,11
C[C@H](CO)OC(C)(C)C,11
CC(C)(C)CN=C=O,11
C[C@](N)(CN)C1CC1,11
C[C@@H]1CCCOC(=O)C1,11
C#Cc1ccc(N)c(N)c1,11
C[C@H](O)C[C@H](O)[C@H](C)O,11
C=CC(=O)OCC,11
Cc1cc(N)ccc1N=O,11
C[C@@H]1CCCCC(=O)O1,11
COCC(C)O,11
C[C@@H]1CCCCO1,11
CC1(O)CCC(CO)CC1,11
CCC1(C)OCC=CCO1,11
COC(=O)COC(=O)O,11
C#C[C@H](C)OCC=C,11
COC(=O)[C@@H]1C[C@@H](N)CN1,11
C=C(C)[C@H](C)N,11
C=CCC[C@@H]1CNC1=O,11
CCC[C@H](C)OC=O,11
OCC1=NOCCC1,11
CC[C@H](O)[C@H](C)O,11
Cc1cn(CCC#N)cn1,11
CO/C=C/C(=O)CC(C)C,11
C[C@@H]1CCC(C)(C)C1,11
CO[C@]1(C)CCC(=O)O1,11
CC1C=CCCC1,11
CCc1cc(C)[nH]n1,11
CC1CC=CCC1,11
COC(=O)CNCC#N,11
C[C@@H]1CCCC(=O)OC1,11
OCCC1CCCCC1,11
CCC1CCC(O)CC1,11
O=CCCc1ccco1,11
CC(=O)c1oc(C)nc1C,11
Cc1cnc(CN)o1,11
CC(=O)N(C)CC(N)=O,11
Cn1nnc(CCO)n1,11
C[C@@H]1CCc2ccoc2C1,11
C[C@H](N)Cc1ccn[nH]1,11
C#CCCCCC#N,11
CC[C@H](OO)[C@H](C)O,11
COC1=CC(=O)CNC1,11
C[C@H](N)CC1CCC1,11
C=C(OC)N(C)N=O,11
CC/C=C/C(=O)C1CC1,11
CCOC(=O)/C=C/O,11
CCc1conc1C,11
O=C1C=C2CCC[C@@H]2CC1,11
C=COc1ccccc1O,11
N#CCCNCC1CC1,11
C=CN1CC[C@H](C)C1=O,11
C/C(=C/C(=O)O)CC(=O)O,11
O=Cc1ccccc1CO,11
CC(C)[C@@H]1CCCC(=O)C1,11
COCc1ccnnc1,11
CC[C@H](O)c1ccncc1,11
Cc1cc(N(C)N)ncn1,11
CON1C=CC=C[C@@H]1N,11
CN1C=CN[C@H](N)[C@@H]1N,11
N[C@@H]1CCCCN1,11
CC(C)(O)/C(N)=C\C=O,11
Cc1cc(CCCN)on1,11
C[C@]1(N)CCC[C@@H]1O,11
NCc1ccnnc1N,11
CC(=O)C[C@H](C)C=O,11
CC(C)(O)[C@@H]1CCCN1,11
CC(=O)C1(C)CCCCC1,11
C[C@H](N)[C@@H]1CCCO1,11
CN(C=O)c1ccccn1,11
O=C1CCC2=CCCCN12,11
C#CCCN1CC=CC1=O,11
NC(=O)NN=C1CCC1,11
CCN(O)C(C)=O,11
CC1=C(C)C(=O)[C@H](O)C1,11
C/C=C/C=C/C=C/OC,11
CC1CCC2CC1C2(C)C,11
OCC1CC2(CCC2)C1,11
CO[C@H](C)C(=O)C(C)C,11
CC[C@H](C)C(=O)C(=O)O,11
Oc1ccc2c(c1)CCC2,11
CC1=CC=CC(=O)[C@]1(C)O,11
C=Cc1cccc(N)c1,11
COC(=O)[C@@H]1CCC=CO1,11
O=C(O)C[C@@H]1CCCC1=O,11
C=C[C@H](N)CC,11
C1CNC[C@]2(C1)CO2,11
C#CCOCC#CCO,11
C=C(C)/C=C/C(=O)O,11
COC(=O)c1ccccc1,11
O=C1CCCN1CO,11
COCCC(N)=O,11
N[C@@H]1CCc2c[nH]cc2C1,11
COC(CCO)OC,11
CC(C)C1=CCCC1,11
C1=C2CCCC[C@@H]2OC1,11
C=CCN1C(=O)CCC1=O,11
N[C@@H]1CCC[C@@H]1CO,11
O=C(O)CNC[C@@H]1CO1,11
COCC1(N)CCOCC1,11
O=C(O)/C=C/CCO,11
C=C=C(C)CC(=O)O,11
CC(=O)c1cn[nH]c1C,11
Nc1ccc(C=O)cc1N,11
CCCC[C@@H]1O[C@@H]1C#N,11
Nc1cc(N)c(N)cn1,11
Cc1cc(N)ncc1O,11
C#CCNCC(=O)O,11
CO/C=C/[C@@H]1CCN=N1,11
CC(C)(O)[C@](C)(O)C(N)=O,11
C=C[C@H](O)C(=O)OCC,11
C=C/C(C)=N/N=C(N)N,11
NC1(CC(=O)O)CCC1,11
Cc1ccn(C)c1C=O,11
CN(C)C(=O)c1cn[nH]c1,11
CC(=O)C(C)(C)C(N)=O,11
C#CCCC(C)=O,11
CC(=O)Nc1noc(C)n1,11
C/C=C\c1cccnc1,11
CC[C@@H]1OC(C)=CC1=O,11
CC(=O)/C(C)=N/C(C)C,11
CN1CC=C[C@H](CO)C1,11
C=CCOCNC(=O)C=C,11
CCOC(CC=O)CC=O,11
N#C/C=C/N1CCCC1,11
CCc1nncn1C,11
OCCC1(O)CNC1,11
CCc1coc(C=O)c1,11
CCc1occc1C=O,11
NCC(=O)NCC1CC1,11
CCC[C@@H]1C=CC(=O)O1,11
CC/C=N/C1CCCCC1,11
NNC(=O)[C@@H]1CCCO1,11
CC#CCOCOC,11
COC1(CO)CCNCC1,11
N#C/C1=C/CC/C=C\CC1,11
N#CC1=CCCCC/C=C\1,11
CN(C=O)N(C)C=O,11
CC/C=C/C(N)=O,11
C[C@H](N)Cc1ccco1,11
Cc1ccc(C)n1C=O,11
C=Cc1ccc(CO)o1,11
C=C(C)C(C)(C)O,11
O/N=C/[C@@H]1CC=CCC1,11
CC1=C(O)C[C@H](C)OC1=O,11
COC(=O)[C@@H]1CCC[C@@H]1C,11
Cc1cc(CC(=O)O)no1,11
COc1ccnc(C)n1,11
C=C[C@H](C#N)N(C)C,11
Cc1nn(C)c(=O)n1C,11
C[C@@H]1CCCOC(C)(C)O1,11
NC(=O)CC[C@H](N)C(=O)O,11
C=CCO[C@H](C)C(=O)O,11
CNC(=O)[C@H](N)CO,11
Cc1ccc(C=O)c(N)c1,11
NCc1cc(N)ccn1,11
N[C@H](CCC(=O)O)C(=O)O,11
Cc1cc(N=O)ccc1N,11
CC(C)(CN)CC#N,11
COCC(C(C)=O)C(C)=O,11
CC1(C)CNCC(C)(C)C1,11
Cc1ccc(C#CCO)o1,11
CC[C@@H]1N=CC=N[C@@H]1C,11
ON[C@@H]1CCCCO1,11
CCCC(C)(CO)CCC,11
CC(C)C(=O)C[C@H](C)O,11
CC[C@]1(C)OC[C@H](C)O1,11
C=C[C@H](C)CN,11
CO[C@@H]1CCC[C@@H]1N,11
CO[C@@H]1COCC[C@@H]1N,11
NCc1cccc(O)c1O,11
C=C[C@H](O)CCO,11
CCOC(=O)c1cnc[nH]1,11
COC(=O)[C@H](N)CC(N)=O,11
C=C1CO[C@](C)(OC)O1,11
CCc1[nH]cnc1C=O,11
OC[C@@H]1C[C@H](O)CCN1,11
OC1C[C@@H]2CCC[C@H](C1)O2,11
CCC[C@@H]1C(=O)COC1=O,11
CCCn1ccc(N)n1,11
COCC#CC1(CO)CC1,11
C=C1C[C@H](O)CCC1(C)C,11
CCOCC1=NCCN1,11
CC(C)/C=C/CC(=O)O,11
Cc1ccc2c(c1)OCC2,11
CC(C)[C@H](C)CC(=O)O,11
NCc1ccccc1,11
NCCc1c[nH][nH]c1=O,11
C1=CCCNCC1,11
Cc1ccc(C#N)cc1C,11
C=Nc1ccccc1C,11
CC(=O)/C(CC(C)C)=N/O,11
Cc1cc(N)ncc1C=O,11
CN(C)C(=O)/C=C/C(=O)O,11
C#CC[C@H](C)CO,11
CC1(C)CN[C@H](CO)C1,11
CCOC1=NCC(C)(C)N1,11
C=C=C(/C=C/C=C)CC,11
C[C@H](NO)c1ccccc1,11
C[C@@H]1CN1CCC#N,11
CC(=O)CCNC=O,11
O=C(O)CCC(=O)O,11
CC[C@@H]1CCCO[C@@H]1O,11
C[C@H](N)Cn1cccn1,11
CC[C@H](O)OC,11
C#CCC[C@H](C)O,11
CC(C)O[C@@H]1CCNC1,11
C[C@@H]1CC(=O)[C@H](C)CN1,11
C[C@@H]1CCCCOC1=O,11
CC(C)[C@](C)(O)CO,11
CCCOC(=O)N=C=O,11
CCC(C)OC(C)=O,11
C=C[C@H](CO)N1CC1,11
C=C[C@H](OC)C(=O)OC,11
CNCC1CNC1,11
Cc1nc(CN)co1,11
C[C@@H]1CCOC(=O)CC1,11
COC(=CC#N)OC,11
CNCc1cnco1,11
COC(=O)[C@]1(N)C[C@@H]1C,11
O=C1CNC2=C1CCCC2,11
O=C1NC[C@@H]2CCCC[C@H]12,11
C[C@@]12CCCO[C@@H]1C(=O)C2,11
CC/C(=N\O)C(C)(C)N,11
CNCc1cocn1,11
CC1=CCN2N=C(C)[C@H]12,11
CC(C)[C@H](C)CN,11
CC(C)(N)C(C)(C)N,11
CCc1c(O)ccoc1=O,11
C[C@@H]1C[C@@H]2CC[C@H](O)[C@@H]2N1,11
C[C@@H]1CC[C@]2(CCCO2)N1,11
C[C@]12CCC[C@@H]1CC2=O,11
CC(=O)NC(C)(C)C(C)C,11
CCC(C)(C)C(C#N)C#N,11
COc1c[nH]cc1C(=O)O,11
CC(C)C#CCCO,11
C=CCNC(=O)C=C,11
C1=C[C@@H]2CCCCC2=C1,11
C/C=C/[C@H](O)C(=O)OC,11
C=C[C@H](O)OCC#CCO,11
CCC[C@@H]1O[C@@H]1C(=O)O,11
C=C(C)c1cccnc1,11
COC(C)(OC)[C@H](C)N,11
CC(C)C[C@H](O)CO,11
CCn1ncc(C#N)c1C,11
Cc1ccn(CCCO)n1,11
CNNC(=O)c1cnc[nH]1,11
Cc1ncnc(C)c1N,11
CCn1cc(C#N)c(C)n1,11
N#CCC[C@@H]1CCCC1=O,11
CCO[C@H]1CC[C@@H](O)CO1,11
CC(=O)OC(C)(C)C(=O)O,11
C=C(C)C(=O)NCC(=O)O,11
CNC1CCC(N)CC1,11
COc1noc(C)c1C=O,11
O=C1C=C(O)C[C@H](CO)C1,11
NC(=O)[C@@H]1CCCCC1=O,11
CNc1cccnc1N,11
C=C(OC(C)=O)C(=O)O,11
CC(C)=CCC#N,11
Cc1nccc(CO)n1,11
C=C=C[C@H](C)C(=O)OCC,11
Cn1ccnc1CO,11
CC(=O)C(=O)C=C(C)C,11
Cc1ccc(C)n1C1CC1,11
Nc1cc(CO)ccn1,11
CCOCC1OCCO1,11
CCOc1ccoc1,11
CN1CCC/C1=C\C=O,11
C/C=N/N(C)C=O,11
COC(=O)C(C)(C)C(=O)O,11
COc1ccoc(=O)c1C,11
C#CC#CCCCO,11
COc1cc(=O)occ1C,11
C=CCC1(C(C)=O)CC1,11
CC1CCC(C)(OO)CC1,11
CN1CCC(=N)[C@H](C#N)C1,11
Nc1cccc(N)c1O,11
CC(C)=C=C1[C@H](C)C1(C)C,11
CC(C)C[C@H](C)C(C)C,11
NC[C@H](CO)C1CCC1,11
C[C@@H]1CCO[C@H](C)[C@@H]1O,11
CCCN/C(C)=C/C#N,11
COC(=O)[C@]1(C)C[C@@H]1C=O,11
Cc1[nH]cnc1CN,11
C=CCc1ccc(C=O)o1,11
Cc1ccc(NN=O)cc1,11
CC(=O)O[C@]1(C)CC1(C)C,11
CC(=O)C1CC(C)(O)C1,11
C=CCOC(CN)CN,11
CCC(C)(C)O,11
COC(=O)C(C)(C)[C@H](C)O,11
CCc1c[nH]c(C)cc1=O,11
CCC(=N)c1ccccn1,11
CCC(CC)C(C)(C)CO,11
CC(C)(C=O)N1CCC1,11
CC1=C(CO)CCO1,11
COC(=O)N1C[C@@H]1C,11
C#CC1=C(CC)C(=O)OC1,11
CN1CC(C)(C)OC(N)=N1,11
N[C@@H]1CCC[C@H](C(=O)O)C1,11
CNCc1cc(C)[nH]n1,11
CCO[C@@H]1CCOC1=O,11
CC[C@H](O)C(C)(C)C=O,11
CC(C)c1cnc(CN)o1,11
CNC(=O)C(C)(C)C(=O)O,11
Nc1ncccc1CO,11
C=CC(=O)O[C@H](C)OC,11
C=NCc1ccccc1,11
C=C[C@H](C)C[C@H](N)C(=O)O,11
C/C(NO)=C1/C=CN=C1,11
CCC1=CC(=O)O[C@@H]1C,11
NCC1=Cc2ccccc21,11
O=C1NCCN2CCC[C@H]12,11
CCOC1CC(C(=O)O)C1,11
COCOC(=O)[C@H](C)O,11
Nc1onc2c1CCCC2,11
COc1c(C)noc1C,11
Cc1ncccc1CO,11
CN(C)C[C@H](O)C(=O)O,11
NN1CCCC1,11
C1=CC2=C(CC1)N=CCC2,11
CCC(=N)c1ccncc1,11
C#CC1(C)COC(C)OC1,11
CC(C)[C@H](N)[C@@H]1CCCO1,11
CC[C@H](C=O)CC=O,11
C[C@H](C#N)CCCC#N,11
CON[C@H](C)C(=O)O,11
CC(=O)[C@@H]1CCCNC1=O,11
COCNC(C)=O,11
Cc1ccnc(N)c1C=O,11
CC[C@H](CC(=O)O)C(C)C,11
COC(C)(C)C(=O)NN,11
CC1(C)OCC[C@@H]1CN,11
CC(C)[C@H](O)CCO,11
CCOC1CCC(O)CC1,11
CO/C=C/CO,11
Nc1cccc(/C=N/O)c1,11
CN(C)C(=O)N1NC1(C)C,11
C1=C[C@@H]2N[C@@H]2CCCC1,11
C=CCc1ccccn1,11
CCO/C=C1\CCOC1=O,11
CC1=NN(C)[C@H](CN)O1,11
CCOCCc1nn[nH]n1,11
C[C@H](O)CC(C)(C)OO,11
CCOC(=O)[C@H](O)C(C)C,11
C[C@H]1CC[C@H]2CCC(=O)N12,11
Cc1ccnc2c1CCN2,11
O=C1NCCC[C@@H]1CO,11
C=C[C@H](CC=O)OC,11
CO[C@@H]1CCCNC1=O,11
COC(C)(OC)C(C)(C)O,11
CC/C(C)=N/C#N,11
COc1ccnc(N)c1,11
C[C@H](O)Cc1ccncc1,11
CCOc1ccc(=O)[nH]n1,11
C/C=C/OC[C@@H]1CO1,11
C=C(C=O)[C@H](O)CC,11
CCC(=O)[C@H](C)C=O,11
NCCc1ncco1,11
CC[C@H](C)C(=O)C=O,11
CC(C)CC1(C=O)CCC1,11
